rental_id;customer_id;car_type;rental_start_date;rental_end_date;rental_location;daily_rate;customer_age;customer_gender;weather;customer_membership;rental_duration_days;total_rental_cost;holiday_season;weekday_rental;total_rental_days;is_weekend_rental;customer_loyalty;car_age;promotion_applied;rental_purpose
38201;1343;Sedan;2022-03-13;2020-08-05;Poznañ;74;67,00;Male;Sunny;Silver;11;808,83;PRAWDA;FA£SZ;-585;PRAWDA;New;8;FA£SZ;Leisure
25728;1542;SUV;2021-02-08;2020-05-11;£ódŸ;78;60,00;Female;Rainy;Gold;28;2180,08;PRAWDA;PRAWDA;-273;FA£SZ;New;6;FA£SZ;Leisure
36721;1566;Truck;2020-03-27;2020-09-01;Lublin;50;32,00;Male;Cloudy;None;1;49,88;PRAWDA;PRAWDA;158;FA£SZ;Returning;3;FA£SZ;Leisure
54139;1153;Sedan;2021-10-08;2021-07-26;£ódŸ;67;23,00;Female;Sunny;None;19;1273;FA£SZ;PRAWDA;-74;FA£SZ;Returning;0;PRAWDA;Other
85709;1788;Sedan;2023-01-30;2022-08-26;£ódŸ;94;30,00;Female;Snowy;Silver;4;374,36;PRAWDA;PRAWDA;-157;FA£SZ;New;3;FA£SZ;Leisure
54484;1353;SUV;2022-11-06;2021-03-25;Lublin;49;37,00;Male;Sunny;Gold;21;1025,43;PRAWDA;FA£SZ;-591;PRAWDA;New;5;PRAWDA;Leisure
21916;1357;Convertible;2024-01-10;2024-01-12;Lublin;85;55,00;Male;Sunny;Gold;8;676,88;FA£SZ;PRAWDA;2;FA£SZ;New;4;FA£SZ;Leisure
42922;1697;Sedan;2022-06-28;2022-01-17;£ódŸ;99;32,00;Female;Cloudy;None;16;1581,6;FA£SZ;PRAWDA;-162;FA£SZ;VIP;1;FA£SZ;Other
57690;1407;Sedan;2022-07-09;2021-10-03;Katowice;82;40,00;Male;Snowy;None;28;2287,88;FA£SZ;FA£SZ;-279;PRAWDA;New;7;PRAWDA;Business
45484;1411;Hatchback;2022-10-12;2021-12-06;Kraków;38;60,00;Male;Sunny;None;0;0;PRAWDA;PRAWDA;-310;FA£SZ;VIP;1;FA£SZ;Other
32936;1029;Truck;2021-07-25;2022-10-04;Katowice;31;23,00;Female;Sunny;None;28;876,4;PRAWDA;FA£SZ;436;PRAWDA;Returning;0;PRAWDA;Other
61129;1929;Convertible;2020-09-08;2023-01-30;Gdañsk;44;19,00;Male;Sunny;Silver;2;87,56;PRAWDA;PRAWDA;874;FA£SZ;Returning;8;FA£SZ;Other
68666;1371;Hatchback;2020-11-14;2020-08-19;£ódŸ;74;21,00;Male;Rainy;Silver;22;1624,26;PRAWDA;FA£SZ;-87;PRAWDA;New;7;FA£SZ;Leisure
31093;1821;Truck;2024-07-14;2022-02-26;Poznañ;100;31,00;Male;Rainy;Platinum;14;1395,66;PRAWDA;FA£SZ;-869;PRAWDA;New;0;FA£SZ;Leisure
47520;1631;Convertible;2022-08-14;2024-04-14;Poznañ;59;43,00;Female;Sunny;None;18;1055,34;FA£SZ;FA£SZ;609;PRAWDA;VIP;4;FA£SZ;Other
14034;1947;Truck;2021-04-30;2024-03-23;Gdañsk;95;24,00;Female;Rainy;None;27;2560,95;FA£SZ;PRAWDA;1058;FA£SZ;New;8;PRAWDA;Leisure
20800;1854;Convertible;2023-03-16;2020-12-14;Wroc³aw;36;32,00;Male;Snowy;Gold;24;864,48;FA£SZ;PRAWDA;-822;FA£SZ;Returning;9;FA£SZ;Other
59406;1502;Sedan;2021-04-01;2021-01-12;Bydgoszcz;35;31,00;Female;Snowy;Silver;6;210,24;FA£SZ;PRAWDA;-79;FA£SZ;New;2;FA£SZ;Other
53172;1007;Convertible;2021-01-24;2021-01-22;Wroc³aw;87;31,00;Male;Sunny;Gold;28;2443;PRAWDA;FA£SZ;-2;PRAWDA;New;0;FA£SZ;Leisure
12341;1617;SUV;2021-11-23;2023-05-02;Katowice;77;47,00;Male;Snowy;Gold;16;1227,2;PRAWDA;PRAWDA;525;FA£SZ;VIP;7;FA£SZ;Business
79241;1137;Hatchback;2022-09-08;2022-02-07;Poznañ;97;18,00;Female;Sunny;Gold;29;2811,55;FA£SZ;PRAWDA;-213;FA£SZ;Returning;3;FA£SZ;Business
56386;1694;SUV;2024-04-28;2022-08-20;Bydgoszcz;44;59,00;Male;Cloudy;Gold;29;1288,18;PRAWDA;FA£SZ;-617;PRAWDA;VIP;6;PRAWDA;Business
94182;1896;Truck;2022-01-24;2024-05-24;Warszawa;64;45,00;Male;Sunny;Gold;26;1674,14;PRAWDA;PRAWDA;851;FA£SZ;New;1;PRAWDA;Other
43958;1851;Truck;2022-01-05;2021-07-24;Poznañ;46;48,00;Female;Cloudy;None;26;1192,88;FA£SZ;PRAWDA;-165;FA£SZ;New;0;PRAWDA;Leisure
68727;1376;SUV;2021-07-25;2022-05-17;Szczecin;76;47,00;Male;Snowy;Gold;26;1980,16;PRAWDA;FA£SZ;296;PRAWDA;Returning;2;FA£SZ;Leisure
94280;1932;Convertible;2022-06-23;2024-01-09;Katowice;92;39,00;Female;Rainy;None;11;1006,83;PRAWDA;PRAWDA;565;FA£SZ;New;8;PRAWDA;Business
36569;1721;Hatchback;2023-03-03;2023-08-23;Katowice;59;38,00;Male;Rainy;Gold;14;823,9;FA£SZ;PRAWDA;173;FA£SZ;VIP;8;FA£SZ;Other
95988;1148;Sedan;2023-07-28;2021-10-16;Warszawa;70;45,00;Female;Snowy;Gold;4;281,2;FA£SZ;PRAWDA;-650;FA£SZ;Returning;7;FA£SZ;Other
24477;1885;Hatchback;2020-05-23;2024-03-20;Bydgoszcz;35;55,00;Female;Sunny;None;17;601,29;FA£SZ;FA£SZ;1397;PRAWDA;New;9;PRAWDA;Business
80076;1259;Hatchback;2021-02-14;2023-09-27;Gdañsk;75;38,00;Male;Cloudy;Platinum;4;298,92;PRAWDA;FA£SZ;955;PRAWDA;Returning;2;FA£SZ;Other
92454;1126;Convertible;2020-03-04;2023-03-30;Warszawa;87;67,00;Male;Cloudy;None;16;1399,36;FA£SZ;PRAWDA;1121;FA£SZ;VIP;5;FA£SZ;Leisure
22148;1810;Truck;2023-05-08;2020-01-10;Szczecin;94;43,00;Male;Cloudy;Gold;23;2156,48;FA£SZ;PRAWDA;-1214;FA£SZ;Returning;1;FA£SZ;Business
80575;1577;Convertible;2020-08-30;2021-03-26;Wroc³aw;68;53,00;Female;Sunny;Platinum;6;409,8;FA£SZ;FA£SZ;208;PRAWDA;Returning;7;FA£SZ;Other
91285;1532;Convertible;2020-08-15;2023-02-08;Warszawa;48;62,00;Female;Rainy;Gold;9;431,37;FA£SZ;FA£SZ;907;PRAWDA;VIP;1;FA£SZ;Business
88958;1804;Sedan;2021-02-14;2022-05-21;£ódŸ;82;52,00;Male;Sunny;Platinum;23;1874,96;PRAWDA;FA£SZ;461;PRAWDA;New;6;FA£SZ;Other
99979;1324;Truck;2023-07-29;2020-11-10;Poznañ;73;18,00;Male;Cloudy;Gold;19;1387;FA£SZ;FA£SZ;-991;PRAWDA;VIP;1;FA£SZ;Other
30164;1976;Truck;2022-07-19;2021-11-22;Szczecin;69;34,00;Male;Snowy;None;19;1316,7;PRAWDA;PRAWDA;-239;FA£SZ;VIP;4;PRAWDA;Business
96886;1112;Sedan;2023-07-18;2020-02-28;Bydgoszcz;67;43,00;Female;Snowy;Gold;18;1210,86;FA£SZ;PRAWDA;-1236;FA£SZ;Returning;4;FA£SZ;Leisure
73607;1943;Hatchback;2021-03-18;2022-02-20;Lublin;94;43,00;Male;Sunny;Platinum;27;2550,96;PRAWDA;PRAWDA;339;FA£SZ;VIP;4;PRAWDA;Other
97724;1650;Truck;2023-08-04;2021-07-19;Kraków;64;51,00;Male;Rainy;Platinum;11;708,62;PRAWDA;PRAWDA;-746;FA£SZ;VIP;9;FA£SZ;Other
59255;1237;SUV;2022-07-14;2022-08-06;£ódŸ;91;64,00;Male;Cloudy;Platinum;5;457,2;FA£SZ;PRAWDA;23;FA£SZ;New;7;FA£SZ;Leisure
18782;1360;SUV;2023-01-06;2021-06-18;Katowice;48;32,00;Male;Sunny;None;16;772,96;FA£SZ;PRAWDA;-567;FA£SZ;Returning;7;FA£SZ;Business
32052;1990;SUV;2020-09-19;2021-08-31;Warszawa;70;68,00;Female;Rainy;None;19;1324,3;PRAWDA;FA£SZ;346;PRAWDA;VIP;2;PRAWDA;Leisure
95600;1859;Hatchback;2022-02-09;2023-01-16;Wroc³aw;92;61,00;Female;Cloudy;Silver;1;91,64;FA£SZ;PRAWDA;341;FA£SZ;VIP;6;PRAWDA;Other
13485;1555;SUV;2023-10-13;2022-05-25;Poznañ;65;22,00;Female;Cloudy;Gold;26;1700,66;PRAWDA;PRAWDA;-506;FA£SZ;New;3;FA£SZ;Business
98798;1063;Sedan;2023-02-21;2020-04-30;Gdañsk;87;25,00;Female;Snowy;Gold;3;261,96;FA£SZ;PRAWDA;-1027;FA£SZ;VIP;0;FA£SZ;Business
14328;1927;Truck;2024-07-02;2020-09-14;Gdañsk;77;28,00;Male;Cloudy;Platinum;10;767,1;PRAWDA;PRAWDA;-1387;FA£SZ;Returning;1;FA£SZ;Other
25374;1916;Sedan;2020-06-28;2023-11-15;Wroc³aw;93;53,00;Male;Cloudy;None;16;1494,56;FA£SZ;FA£SZ;1235;PRAWDA;New;5;PRAWDA;Business
73963;1454;Truck;2023-03-15;2024-04-26;Poznañ;83;68,00;Male;Rainy;Gold;9;750,78;PRAWDA;PRAWDA;408;FA£SZ;Returning;5;PRAWDA;Leisure
91217;1265;Sedan;2023-06-23;2020-06-25;Katowice;52;27,00;Male;Snowy;Silver;14;732,76;FA£SZ;PRAWDA;-1093;FA£SZ;Returning;6;FA£SZ;Other
31722;1444;Sedan;2020-01-27;2020-02-12;Bydgoszcz;82;19,00;Female;Snowy;None;25;2055;FA£SZ;PRAWDA;16;FA£SZ;VIP;3;FA£SZ;Business
38125;1603;Convertible;2023-07-20;2020-09-25;Gdañsk;81;24,00;Female;Sunny;Platinum;24;1938,48;FA£SZ;PRAWDA;-1028;FA£SZ;New;4;PRAWDA;Leisure
63991;1623;Hatchback;2022-09-23;2020-02-06;Bydgoszcz;72;31,00;Female;Rainy;Platinum;15;1083,6;PRAWDA;PRAWDA;-960;FA£SZ;VIP;6;FA£SZ;Business
22402;1419;Sedan;2023-10-03;2021-11-16;Warszawa;68;25,00;Female;Rainy;Gold;5;337,85;FA£SZ;PRAWDA;-686;FA£SZ;New;4;FA£SZ;Business
89915;1339;Hatchback;2021-09-25;2021-02-16;Bydgoszcz;58;63,00;Female;Rainy;Silver;22;1273,58;PRAWDA;FA£SZ;-221;PRAWDA;Returning;9;FA£SZ;Business
54682;1844;Hatchback;2023-02-28;2020-03-21;£ódŸ;89;67,00;Male;Rainy;Silver;14;1244,6;PRAWDA;PRAWDA;-1074;FA£SZ;Returning;2;PRAWDA;Leisure
83310;1274;Convertible;2022-06-30;2023-01-13;Bydgoszcz;46;44,00;Male;Sunny;Silver;5;231,65;PRAWDA;PRAWDA;197;FA£SZ;New;9;FA£SZ;Leisure
59927;1369;Sedan;2024-01-02;2021-06-15;Szczecin;46;38,00;Female;Sunny;None;16;736;PRAWDA;PRAWDA;-931;FA£SZ;VIP;7;FA£SZ;Other
23599;1842;Sedan;2020-10-09;2020-01-17;Poznañ;97;21,00;Female;Snowy;Platinum;0;0;PRAWDA;PRAWDA;-266;FA£SZ;VIP;9;PRAWDA;Other
62630;1226;SUV;2021-07-30;2020-12-31;Gdañsk;30;22,00;Male;Snowy;None;6;182,7;PRAWDA;PRAWDA;-211;FA£SZ;Returning;8;PRAWDA;Other
41107;1225;Hatchback;2020-12-03;2023-03-03;Poznañ;76;56,00;Female;Snowy;Platinum;29;2206,32;FA£SZ;PRAWDA;820;FA£SZ;VIP;8;FA£SZ;Other
87913;1939;Convertible;2022-05-10;2021-01-01;Gdañsk;64;40,00;Female;Rainy;None;19;1211,06;FA£SZ;PRAWDA;-494;FA£SZ;VIP;7;PRAWDA;Business
88834;1643;Hatchback;2020-12-14;2021-02-06;Warszawa;46;52,00;Female;Sunny;Platinum;1;46,08;FA£SZ;PRAWDA;54;FA£SZ;VIP;3;FA£SZ;Other
82230;1908;Sedan;2021-04-23;2024-06-22;Katowice;80;26,00;Female;Sunny;Silver;19;1519,05;FA£SZ;PRAWDA;1156;FA£SZ;VIP;7;FA£SZ;Business
84745;1228;SUV;2023-10-18;2022-11-08;Gdañsk;42;60,00;Female;Cloudy;None;12;500,64;PRAWDA;PRAWDA;-344;FA£SZ;New;5;FA£SZ;Leisure
75144;1826;Sedan;2023-05-23;2021-12-25;Wroc³aw;64;21,00;Female;Cloudy;Platinum;24;1540,8;FA£SZ;PRAWDA;-514;FA£SZ;Returning;3;PRAWDA;Business
29296;1897;Truck;2021-07-29;2020-05-08;Katowice;76;18,00;Female;Snowy;Gold;18;1366,74;PRAWDA;PRAWDA;-447;FA£SZ;New;5;FA£SZ;Other
60471;1369;SUV;2023-08-03;2020-03-31;Wroc³aw;57;40,00;Female;Rainy;Platinum;8;458,72;PRAWDA;PRAWDA;-1220;FA£SZ;VIP;4;FA£SZ;Other
50402;1128;Convertible;2023-09-03;2022-07-14;Wroc³aw;91;19,00;Female;Cloudy;Platinum;22;1994,3;FA£SZ;FA£SZ;-416;PRAWDA;VIP;3;FA£SZ;Other
98740;1807;Convertible;2021-06-26;2024-03-03;Wroc³aw;57;57,00;Male;Cloudy;Platinum;28;1593,2;PRAWDA;FA£SZ;981;PRAWDA;New;5;FA£SZ;Leisure
45205;1024;Hatchback;2022-02-09;2024-01-08;Bydgoszcz;35;37,00;Male;Rainy;None;28;973,84;FA£SZ;PRAWDA;698;FA£SZ;VIP;1;FA£SZ;Business
86765;1698;Hatchback;2023-11-09;2020-06-27;Katowice;84;67,00;Male;Snowy;Platinum;0;0;FA£SZ;PRAWDA;-1230;FA£SZ;Returning;4;PRAWDA;Leisure
76421;1292;SUV;2022-11-23;2020-05-03;Wroc³aw;35;23,00;Female;Cloudy;Silver;7;245,63;FA£SZ;PRAWDA;-934;FA£SZ;VIP;4;FA£SZ;Leisure
70502;1355;Sedan;2024-06-13;2023-08-13;Lublin;33;60,00;Male;Sunny;Silver;6;199,32;FA£SZ;PRAWDA;-305;FA£SZ;New;0;PRAWDA;Leisure
72769;1837;SUV;2021-03-18;2023-01-23;Warszawa;47;18,00;Female;Sunny;Silver;19;897,18;FA£SZ;PRAWDA;676;FA£SZ;New;6;PRAWDA;Business
28362;1134;Truck;2023-01-09;2023-06-26;Warszawa;57;61,00;Female;Rainy;Gold;8;456,24;FA£SZ;PRAWDA;168;FA£SZ;VIP;2;PRAWDA;Leisure
48984;1003;SUV;2023-12-07;2021-06-29;£ódŸ;86;60,00;Female;Cloudy;None;5;431,45;FA£SZ;PRAWDA;-891;FA£SZ;Returning;6;FA£SZ;Business
72438;1226;SUV;2020-09-25;2020-09-13;Warszawa;71;30,00;Male;Cloudy;Gold;21;1490,58;PRAWDA;PRAWDA;-12;FA£SZ;Returning;4;PRAWDA;Leisure
98786;1889;Truck;2024-02-10;2021-09-21;Szczecin;54;40,00;Female;Rainy;Gold;9;486,63;PRAWDA;FA£SZ;-872;PRAWDA;Returning;7;FA£SZ;Other
56441;1680;Sedan;2021-09-24;2024-05-28;Poznañ;85;60,00;Male;Cloudy;Platinum;3;254,55;PRAWDA;PRAWDA;977;FA£SZ;VIP;5;PRAWDA;Leisure
19195;1444;Truck;2022-07-04;2021-11-06;£ódŸ;38;64,00;Male;Cloudy;Silver;16;608,16;FA£SZ;PRAWDA;-240;FA£SZ;Returning;6;FA£SZ;Business
69806;1417;SUV;2020-01-06;2024-03-11;Kraków;44;64,00;Female;Snowy;Gold;20;882,2;PRAWDA;PRAWDA;1526;FA£SZ;VIP;9;FA£SZ;Leisure
67452;1284;Hatchback;2023-10-27;2021-06-26;Gdañsk;51;28,00;Female;Cloudy;None;14;709,1;PRAWDA;PRAWDA;-853;FA£SZ;VIP;0;FA£SZ;Other
92644;1836;Convertible;2023-12-06;2020-12-17;Bydgoszcz;67;55,00;Male;Rainy;Silver;15;1007,25;FA£SZ;PRAWDA;-1084;FA£SZ;Returning;7;FA£SZ;Business
28574;1026;Sedan;2020-01-25;2020-11-05;Szczecin;54;18,00;Female;Cloudy;Gold;12;643,8;FA£SZ;FA£SZ;285;PRAWDA;New;2;PRAWDA;Other
91002;1736;Sedan;2021-11-10;2023-09-21;Poznañ;93;69,00;Female;Snowy;Silver;25;2334,75;FA£SZ;PRAWDA;680;FA£SZ;Returning;9;PRAWDA;Business
58853;1248;Truck;2022-07-16;2021-03-21;Bydgoszcz;44;52,00;Male;Rainy;Gold;22;958,54;PRAWDA;FA£SZ;-482;PRAWDA;Returning;5;PRAWDA;Other
74589;1365;Hatchback;2020-12-21;2020-03-11;Kraków;77;26,00;Male;Rainy;None;0;0;FA£SZ;PRAWDA;-285;FA£SZ;VIP;0;FA£SZ;Business
82438;1947;SUV;2022-07-24;2021-04-20;Poznañ;51;34,00;Female;Rainy;Gold;0;0;PRAWDA;FA£SZ;-460;PRAWDA;VIP;3;PRAWDA;Other
39304;1201;Hatchback;2021-04-30;2021-09-10;Wroc³aw;55;32,00;Female;Snowy;Gold;17;934,49;PRAWDA;PRAWDA;133;FA£SZ;Returning;1;FA£SZ;Leisure
20257;1437;Truck;2023-08-10;2022-02-24;Warszawa;71;40,00;Female;Snowy;Gold;26;1853,02;FA£SZ;PRAWDA;-532;FA£SZ;New;1;FA£SZ;Leisure
92384;1197;Sedan;2024-01-04;2022-08-24;Warszawa;92;55,00;Female;Snowy;None;3;275,67;FA£SZ;PRAWDA;-498;FA£SZ;Returning;1;PRAWDA;Other
50466;1929;SUV;2020-10-14;2021-11-17;Wroc³aw;98;39,00;Female;Rainy;Silver;28;2756,04;FA£SZ;PRAWDA;399;FA£SZ;New;0;PRAWDA;Leisure
97418;1647;Truck;2024-03-26;2024-01-12;£ódŸ;42;69,00;Male;Snowy;None;4;167,8;PRAWDA;PRAWDA;-74;FA£SZ;Returning;3;FA£SZ;Other
97987;1637;Convertible;2021-12-22;2022-09-30;Kraków;92;60,00;Female;Snowy;Silver;1;91,68;FA£SZ;PRAWDA;282;FA£SZ;VIP;1;FA£SZ;Business
42456;1606;Convertible;2023-06-13;2022-05-28;Lublin;31;24,00;Female;Snowy;Gold;6;188,88;PRAWDA;PRAWDA;-381;FA£SZ;New;9;PRAWDA;Business
39853;1072;Convertible;2022-05-20;2021-04-27;Bydgoszcz;45;52,00;Male;Snowy;Silver;7;311,99;FA£SZ;PRAWDA;-388;FA£SZ;New;7;PRAWDA;Business
51847;1246;Sedan;2020-03-08;2020-08-10;Bydgoszcz;48;25,00;Female;Snowy;Gold;14;674,38;FA£SZ;FA£SZ;155;PRAWDA;VIP;0;FA£SZ;Other
91598;1852;Sedan;2021-01-10;2023-04-25;Bydgoszcz;100;40,00;Male;Rainy;None;10;999,2;PRAWDA;FA£SZ;835;PRAWDA;VIP;3;FA£SZ;Other
91971;1135;Hatchback;2022-04-19;2020-02-04;Lublin;60;26,00;Male;Cloudy;None;12;714,84;PRAWDA;PRAWDA;-805;FA£SZ;New;0;FA£SZ;Other
89578;1707;Hatchback;2020-05-05;2024-06-30;Wroc³aw;53;27,00;Male;Sunny;None;4;210,16;FA£SZ;PRAWDA;1517;FA£SZ;VIP;0;FA£SZ;Business
29464;1213;Convertible;2020-01-01;2024-03-05;Szczecin;38;25,00;Male;Cloudy;Silver;14;529,9;PRAWDA;PRAWDA;1525;FA£SZ;Returning;5;FA£SZ;Business
24772;1475;Truck;2022-03-08;2021-12-25;Katowice;50;48,00;Male;Snowy;Platinum;15;748,65;FA£SZ;PRAWDA;-73;FA£SZ;VIP;4;PRAWDA;Business
90018;1620;Convertible;2023-05-22;2020-07-03;Wroc³aw;75;58,00;Male;Snowy;Silver;11;822,91;PRAWDA;PRAWDA;-1053;FA£SZ;Returning;6;FA£SZ;Leisure
51312;1323;SUV;2024-06-22;2020-05-04;Gdañsk;34;36,00;Female;Cloudy;Silver;22;758,78;FA£SZ;FA£SZ;-1510;PRAWDA;New;5;FA£SZ;Business
75243;1102;SUV;2023-05-16;2023-05-14;Lublin;41;30,00;Female;Snowy;Silver;4;163,8;PRAWDA;PRAWDA;-2;FA£SZ;VIP;5;FA£SZ;Other
18953;1852;Convertible;2023-10-13;2020-10-15;Warszawa;41;58,00;Male;Snowy;None;5;204,9;FA£SZ;PRAWDA;-1093;FA£SZ;New;2;FA£SZ;Other
20921;1327;Truck;2020-11-13;2024-03-13;Gdañsk;62;46,00;Female;Snowy;Silver;11;685,19;FA£SZ;PRAWDA;1216;FA£SZ;VIP;3;FA£SZ;Leisure
59817;1595;Hatchback;2022-02-23;2024-04-17;Bydgoszcz;69;59,00;Female;Snowy;Silver;5;345,4;PRAWDA;PRAWDA;784;FA£SZ;New;4;FA£SZ;Other
17046;1223;Convertible;2023-01-04;2022-11-10;Katowice;95;57,00;Female;Rainy;Platinum;17;1609,73;FA£SZ;PRAWDA;-55;FA£SZ;Returning;0;PRAWDA;Other
37443;1256;Truck;2022-05-30;2023-12-08;£ódŸ;69;68,00;Male;Rainy;Platinum;9;623,34;PRAWDA;PRAWDA;557;FA£SZ;VIP;2;FA£SZ;Leisure
53177;1645;Truck;2021-09-01;2023-03-06;Bydgoszcz;39;28,00;Male;Sunny;Platinum;13;505,57;PRAWDA;PRAWDA;551;FA£SZ;Returning;8;FA£SZ;Leisure
39738;1347;SUV;2020-09-21;2022-09-11;Wroc³aw;57;20,00;Female;Sunny;Silver;18;1025,1;PRAWDA;PRAWDA;720;FA£SZ;VIP;3;PRAWDA;Business
89949;1107;Hatchback;2020-04-20;2021-10-02;Gdañsk;64;68,00;Male;Sunny;None;1;63,68;PRAWDA;PRAWDA;530;FA£SZ;VIP;9;FA£SZ;Leisure
62385;1926;Truck;2020-08-06;2020-05-08;Bydgoszcz;50;53,00;Female;Rainy;None;3;148,71;PRAWDA;PRAWDA;-90;FA£SZ;Returning;3;FA£SZ;Other
38605;1969;Convertible;2022-03-26;2020-03-05;Warszawa;43;20,00;Male;Rainy;Platinum;3;129,51;FA£SZ;FA£SZ;-751;PRAWDA;Returning;7;FA£SZ;Leisure
99668;1979;Truck;2022-08-07;2021-10-13;Katowice;36;46,00;Male;Sunny;Silver;7;251,37;FA£SZ;FA£SZ;-298;PRAWDA;New;5;PRAWDA;Other
59620;1519;Convertible;2024-07-15;2022-10-27;Lublin;49;56,00;Female;Cloudy;Gold;17;840,82;FA£SZ;PRAWDA;-627;FA£SZ;Returning;8;FA£SZ;Leisure
33317;1149;Truck;2022-11-22;2022-08-29;Bydgoszcz;56;35,00;Female;Snowy;None;2;112;PRAWDA;PRAWDA;-85;FA£SZ;VIP;7;PRAWDA;Other
64763;1997;SUV;2021-01-02;2021-12-07;Bydgoszcz;57;44,00;Male;Cloudy;Silver;21;1195,53;PRAWDA;FA£SZ;339;PRAWDA;Returning;3;PRAWDA;Other
55734;1476;Hatchback;2024-07-05;2023-12-19;Lublin;96;60,00;Female;Rainy;Gold;1;95,96;FA£SZ;PRAWDA;-199;FA£SZ;New;7;PRAWDA;Leisure
93142;1392;Truck;2022-02-12;2022-11-15;Bydgoszcz;55;44,00;Male;Sunny;Silver;0;0;PRAWDA;FA£SZ;276;PRAWDA;New;1;FA£SZ;Business
85446;1683;Truck;2021-05-23;2022-10-23;Gdañsk;87;69,00;Male;Rainy;Gold;5;435,05;FA£SZ;FA£SZ;518;PRAWDA;VIP;2;PRAWDA;Leisure
79163;1558;SUV;2020-07-30;2021-05-02;Katowice;75;28,00;Male;Rainy;None;17;1276,02;PRAWDA;PRAWDA;276;FA£SZ;Returning;4;FA£SZ;Leisure
98644;1000;Truck;2023-07-12;2021-04-12;Warszawa;99;46,00;Female;Snowy;Platinum;14;1385,72;PRAWDA;PRAWDA;-821;FA£SZ;VIP;6;FA£SZ;Leisure
33551;1360;Sedan;2022-06-19;2021-04-16;Lublin;79;47,00;Female;Sunny;Gold;1;79,07;PRAWDA;FA£SZ;-429;PRAWDA;New;7;FA£SZ;Leisure
85717;1691;Sedan;2022-05-28;2022-11-07;Kraków;61;56,00;Male;Snowy;Gold;16;972,32;PRAWDA;FA£SZ;163;PRAWDA;New;9;FA£SZ;Leisure
74323;1550;Convertible;2024-06-03;2021-11-03;Szczecin;46;46,00;Male;Rainy;Gold;10;459,9;PRAWDA;PRAWDA;-943;FA£SZ;Returning;6;FA£SZ;Other
79273;1089;Truck;2021-02-21;2023-03-17;£ódŸ;72;24,00;Female;Cloudy;Platinum;3;216,96;FA£SZ;FA£SZ;754;PRAWDA;VIP;6;PRAWDA;Business
56257;1074;Convertible;2024-06-13;2022-12-26;£ódŸ;73;32,00;Male;Rainy;Gold;19;1393,46;PRAWDA;PRAWDA;-535;FA£SZ;VIP;1;FA£SZ;Other
26278;1499;Truck;2021-10-15;2023-08-21;Lublin;63;62,00;Male;Cloudy;Gold;21;1327,41;FA£SZ;PRAWDA;675;FA£SZ;New;9;FA£SZ;Other
54877;1738;SUV;2024-07-08;2023-02-11;Lublin;62;26,00;Female;Sunny;Silver;16;989,12;PRAWDA;PRAWDA;-513;FA£SZ;Returning;6;FA£SZ;Other
12090;1635;Hatchback;2020-11-23;2023-02-26;Wroc³aw;43;48,00;Female;Sunny;Gold;6;255,06;PRAWDA;PRAWDA;825;FA£SZ;Returning;8;PRAWDA;Leisure
55095;1343;Hatchback;2023-06-30;2022-11-07;Bydgoszcz;50;25,00;Male;Snowy;Silver;4;198,28;PRAWDA;PRAWDA;-235;FA£SZ;Returning;7;FA£SZ;Business
56919;1096;Convertible;2023-06-07;2020-01-05;Gdañsk;42;38,00;Male;Rainy;None;19;796,1;FA£SZ;PRAWDA;-1249;FA£SZ;New;7;FA£SZ;Business
28866;1851;Sedan;2022-05-15;2020-02-04;Szczecin;98;44,00;Female;Rainy;Platinum;28;2738,96;PRAWDA;FA£SZ;-831;PRAWDA;Returning;5;FA£SZ;Other
19272;1282;Truck;2022-06-27;2020-05-01;Poznañ;47;47,00;Female;Snowy;Silver;11;512,71;PRAWDA;PRAWDA;-787;FA£SZ;Returning;0;FA£SZ;Other
97894;1718;Hatchback;2023-10-06;2023-03-18;Poznañ;38;28,00;Male;Rainy;Platinum;1;38,4;FA£SZ;PRAWDA;-202;FA£SZ;New;6;FA£SZ;Leisure
40601;1032;Convertible;2023-03-01;2024-05-08;£ódŸ;95;56,00;Male;Cloudy;Platinum;27;2573,91;FA£SZ;PRAWDA;434;FA£SZ;Returning;8;FA£SZ;Other
86996;1115;Truck;2021-03-04;2023-04-05;Szczecin;48;41,00;Female;Sunny;Platinum;3;142,74;FA£SZ;PRAWDA;762;FA£SZ;Returning;0;FA£SZ;Other
37730;1454;SUV;2021-05-02;2024-05-19;Bydgoszcz;89;42,00;Male;Rainy;Platinum;12;1064,76;FA£SZ;FA£SZ;1113;PRAWDA;New;1;FA£SZ;Other
51953;1865;Convertible;2021-01-18;2021-05-22;£ódŸ;33;67,00;Female;Sunny;Gold;0;0;PRAWDA;PRAWDA;124;FA£SZ;New;9;FA£SZ;Business
67586;1428;Sedan;2021-01-09;2022-01-18;Kraków;73;46,00;Female;Sunny;Platinum;6;437,28;FA£SZ;FA£SZ;374;PRAWDA;New;3;PRAWDA;Business
89546;1827;Truck;2023-03-31;2022-01-01;Poznañ;46;19,00;Female;Cloudy;Platinum;17;777,41;PRAWDA;PRAWDA;-454;FA£SZ;New;4;PRAWDA;Leisure
93572;1825;Truck;2023-05-31;2022-07-07;Gdañsk;96;31,00;Female;Cloudy;None;18;1736,82;FA£SZ;PRAWDA;-328;FA£SZ;VIP;9;PRAWDA;Other
